id,item_n,author,created,is_review
772102801,21,likern,2021-02-03,False
772112585,30,likern,2021-02-03,False
772116765,30,likern,2021-02-03,False
772387829,21,sezanzeb,2021-02-03,False
772516898,28,ghost,2021-02-03,False
772689677,28,sezanzeb,2021-02-03,False
772691666,28,ghost,2021-02-03,False
772693002,30,sezanzeb,2021-02-03,False
772693749,28,sezanzeb,2021-02-03,False
772694343,28,ghost,2021-02-03,False
772697043,28,sezanzeb,2021-02-03,False
772704403,28,ghost,2021-02-03,False
772707403,28,sezanzeb,2021-02-03,False
772711237,28,ghost,2021-02-03,False
772712338,28,sezanzeb,2021-02-03,False
772812687,30,likern,2021-02-03,False
772837896,32,sezanzeb,2021-02-03,False
772843642,32,mauritzn,2021-02-03,False
772845592,30,sezanzeb,2021-02-03,False
772847530,30,sezanzeb,2021-02-03,False
772864687,30,likern,2021-02-03,False
772879345,33,sezanzeb,2021-02-03,False
772885506,30,sezanzeb,2021-02-03,False
772907083,33,mauritzn,2021-02-03,False
772931345,33,sezanzeb,2021-02-04,False
772936320,33,mauritzn,2021-02-04,False
773213820,33,sezanzeb,2021-02-04,False
773487980,228,sezanzeb,2021-12-21,True
774326068,25,sezanzeb,2021-02-05,False
774476605,27,sezanzeb,2021-02-06,False
774555830,25,sezanzeb,2021-02-06,False
774556098,25,sojusnik,2021-02-06,False
774558059,25,sezanzeb,2021-02-06,False
774558257,25,sojusnik,2021-02-06,False
774558297,25,sezanzeb,2021-02-06,False
774558679,25,sezanzeb,2021-02-06,False
774648913,25,sojusnik,2021-02-07,False
774652308,25,sezanzeb,2021-02-07,False
774662532,25,sezanzeb,2021-02-07,False
774667432,25,sojusnik,2021-02-07,False
774667561,25,sezanzeb,2021-02-07,False
774712490,35,sezanzeb,2021-02-07,False
774716872,35,CarlosEkisde,2021-02-07,False
774718812,35,sezanzeb,2021-02-07,False
774753924,35,CarlosEkisde,2021-02-07,False
774769708,35,sezanzeb,2021-02-07,False
774774837,35,CarlosEkisde,2021-02-07,False
774781216,35,sezanzeb,2021-02-07,False
774989579,25,sojusnik,2021-02-08,False
775243302,25,sezanzeb,2021-02-08,False
775244882,25,sezanzeb,2021-02-08,False
775389145,25,sojusnik,2021-02-08,False
775484141,25,sezanzeb,2021-02-08,False
775512000,25,sezanzeb,2021-02-08,False
775746395,25,sojusnik,2021-02-09,False
776446521,228,jonasBoss,2021-12-29,True
776455868,228,jonasBoss,2021-12-29,True
776458456,228,sezanzeb,2021-12-29,True
776463989,228,sezanzeb,2021-12-29,True
776465179,228,sezanzeb,2021-12-29,True
776470121,228,jonasBoss,2021-12-29,True
776471087,228,sezanzeb,2021-12-29,True
776484736,228,jonasBoss,2021-12-29,True
776488189,228,sezanzeb,2021-12-29,True
776488940,228,sezanzeb,2021-12-29,True
776489245,228,sezanzeb,2021-12-29,True
776505135,228,jonasBoss,2021-12-29,True
776506641,228,sezanzeb,2021-12-29,True
776508893,228,sezanzeb,2021-12-29,True
776511300,228,sezanzeb,2021-12-29,True
776524984,228,jonasBoss,2021-12-29,True
776670394,228,jonasBoss,2021-12-30,True
776675111,228,jonasBoss,2021-12-30,True
776687889,228,sezanzeb,2021-12-30,True
776699911,228,jonasBoss,2021-12-30,True
776701334,228,sezanzeb,2021-12-30,True
777691479,36,sezanzeb,2021-02-11,False
777692413,37,sezanzeb,2021-02-11,False
777738189,37,sezanzeb,2021-02-11,False
777785190,25,sezanzeb,2021-02-11,False
777799622,25,sezanzeb,2021-02-11,False
777802295,25,sezanzeb,2021-02-11,False
777818961,29,sezanzeb,2021-02-11,False
777819719,25,bblanke,2021-02-11,False
777821690,36,sezanzeb,2021-02-11,False
777837045,25,sezanzeb,2021-02-11,False
778199576,25,sojusnik,2021-02-12,False
778602509,31,sezanzeb,2021-02-13,False
778608878,36,sezanzeb,2021-02-13,False
778612268,36,CarlosEkisde,2021-02-13,False
778617363,36,sezanzeb,2021-02-13,False
778627401,36,sezanzeb,2021-02-13,False
778666386,36,CarlosEkisde,2021-02-13,False
778773121,40,sezanzeb,2021-02-14,False
779114452,36,CarlosEkisde,2021-02-15,False
779151548,41,sezanzeb,2021-02-15,False
779158740,36,sezanzeb,2021-02-15,False
779358384,36,sezanzeb,2021-02-15,False
779362715,41,sezanzeb,2021-02-15,False
779393810,41,ghost,2021-02-15,False
779469848,36,sezanzeb,2021-02-15,False
779760872,36,CarlosEkisde,2021-02-16,False
779765277,36,sezanzeb,2021-02-16,False
779771026,36,CarlosEkisde,2021-02-16,False
779774691,36,sezanzeb,2021-02-16,False
779781101,36,CarlosEkisde,2021-02-16,False
780166846,36,sezanzeb,2021-02-16,False
780402092,36,CarlosEkisde,2021-02-17,False
780402639,36,CarlosEkisde,2021-02-17,False
780452323,36,sezanzeb,2021-02-17,False
781672925,42,sezanzeb,2021-02-18,False
781678399,36,sezanzeb,2021-02-18,False
782025247,36,CarlosEkisde,2021-02-19,False
782030555,36,CarlosEkisde,2021-02-19,False
782034246,36,CarlosEkisde,2021-02-19,False
782034516,36,sezanzeb,2021-02-19,False
782035295,36,sezanzeb,2021-02-19,False
782036843,36,sezanzeb,2021-02-19,False
782042028,43,sezanzeb,2021-02-19,False
782043329,44,sezanzeb,2021-02-19,False
782044536,36,sezanzeb,2021-02-19,False
782044966,44,CarlosEkisde,2021-02-19,False
782045617,44,sezanzeb,2021-02-19,False
782045905,44,CarlosEkisde,2021-02-19,False
782048857,44,sezanzeb,2021-02-19,False
782052934,36,CarlosEkisde,2021-02-19,False
782054009,43,CarlosEkisde,2021-02-19,False
782058132,36,sezanzeb,2021-02-19,False
782061440,36,sezanzeb,2021-02-19,False
782064188,36,CarlosEkisde,2021-02-19,False
782066260,36,sezanzeb,2021-02-19,False
782069250,36,CarlosEkisde,2021-02-19,False
782075865,36,sezanzeb,2021-02-19,False
782175170,36,CarlosEkisde,2021-02-19,False
782253378,36,sezanzeb,2021-02-19,False
782611587,228,jonasBoss,2022-01-11,True
782618000,46,sezanzeb,2021-02-20,False
782618960,45,sezanzeb,2021-02-20,False
782620784,46,sezanzeb,2021-02-20,False
782640415,46,sezanzeb,2021-02-20,False
782656501,36,sezanzeb,2021-02-20,False
782674573,44,sezanzeb,2021-02-20,False
783285292,228,sezanzeb,2022-01-12,True
783286177,228,sezanzeb,2022-01-12,True
783296003,228,sezanzeb,2022-01-12,True
783297637,228,sezanzeb,2022-01-12,True
783304503,228,sezanzeb,2022-01-12,True
783307872,228,sezanzeb,2022-01-12,True
783308645,228,sezanzeb,2022-01-12,True
783309587,228,sezanzeb,2022-01-12,True
783309992,228,sezanzeb,2022-01-12,True
783312283,228,sezanzeb,2022-01-12,True
783318094,228,sezanzeb,2022-01-12,True
783326767,228,sezanzeb,2022-01-12,True
783358412,228,sezanzeb,2022-01-12,True
783380335,228,jonasBoss,2022-01-12,True
783397037,228,jonasBoss,2022-01-12,True
783415180,228,jonasBoss,2022-01-12,True
783557862,228,sezanzeb,2022-01-13,True
783711292,46,sezanzeb,2021-02-22,False
783852264,228,sezanzeb,2022-01-13,True
783860224,228,sezanzeb,2022-01-13,True
783889203,228,jonasBoss,2022-01-13,True
783890125,228,jonasBoss,2022-01-13,True
784079243,228,sezanzeb,2022-01-13,True
784091758,228,sezanzeb,2022-01-13,True
784116270,228,jonasBoss,2022-01-13,True
784140607,228,sezanzeb,2022-01-13,True
784167442,36,CarlosEkisde,2021-02-23,False
784169761,36,sezanzeb,2021-02-23,False
784178606,36,CarlosEkisde,2021-02-23,False
784179609,36,sezanzeb,2021-02-23,False
784181660,36,CarlosEkisde,2021-02-23,False
784182668,36,CarlosEkisde,2021-02-23,False
784183818,36,sezanzeb,2021-02-23,False
784275761,228,jonasBoss,2022-01-13,True
785304274,47,sezanzeb,2021-02-24,False
785309042,47,sezanzeb,2021-02-24,False
785421404,47,jim8989,2021-02-24,False
785422862,47,sezanzeb,2021-02-24,False
785424488,47,jim8989,2021-02-24,False
785450168,47,sezanzeb,2021-02-24,False
785453946,47,jim8989,2021-02-24,False
785471296,47,sezanzeb,2021-02-24,False
785905832,263,jonasBoss,2022-01-17,True
785912879,263,sezanzeb,2022-01-17,True
785968608,263,jonasBoss,2022-01-17,True
785981695,263,sezanzeb,2022-01-17,True
785992611,37,dk-88,2021-02-25,False
786089427,37,sezanzeb,2021-02-25,False
786090786,37,BachoSeven,2021-02-25,False
786095496,263,jonasBoss,2022-01-17,True
786128170,47,jim8989,2021-02-25,False
786222348,264,sezanzeb,2022-01-17,True
786223959,264,sezanzeb,2022-01-17,True
786224213,264,sezanzeb,2022-01-17,True
786227851,264,LunNova,2022-01-17,True
786231093,264,sezanzeb,2022-01-17,True
786231904,264,sezanzeb,2022-01-17,True
786234373,264,LunNova,2022-01-17,True
786235591,265,sezanzeb,2022-01-17,True
786237182,264,LunNova,2022-01-17,True
786237873,264,sezanzeb,2022-01-17,True
786241623,48,sezanzeb,2021-02-25,False
786289814,265,jonasBoss,2022-01-17,True
786326806,263,jonasBoss,2022-01-17,True
786523719,33,sezanzeb,2021-02-26,False
786812886,263,sezanzeb,2022-01-18,True
786817809,263,sezanzeb,2022-01-18,True
786851046,263,jonasBoss,2022-01-18,True
786852484,263,jonasBoss,2022-01-18,True
786906541,263,sezanzeb,2022-01-18,True
786979012,263,jonasBoss,2022-01-18,True
787247584,263,jonasBoss,2022-01-19,True
787470906,33,mauritzn,2021-02-28,False
787649531,263,sezanzeb,2022-01-19,True
788115804,50,sezanzeb,2021-03-01,False
788117636,49,sezanzeb,2021-03-01,False
788118849,33,sezanzeb,2021-03-01,False
788145433,33,mauritzn,2021-03-01,False
788184570,49,LexRiver,2021-03-01,False
788186950,263,jonasBoss,2022-01-19,True
788198305,263,jonasBoss,2022-01-19,True
788215422,49,sezanzeb,2021-03-01,False
788532454,263,sezanzeb,2022-01-20,True
788532869,263,sezanzeb,2022-01-20,True
788534409,263,sezanzeb,2022-01-20,True
788598098,263,jonasBoss,2022-01-20,True
788600807,263,jonasBoss,2022-01-20,True
788773063,263,sezanzeb,2022-01-20,True
788790985,263,jonasBoss,2022-01-20,True
788868576,263,sezanzeb,2022-01-20,True
788873846,263,sezanzeb,2022-01-20,True
788973151,263,jonasBoss,2022-01-20,True
